trip_id,driver_id,rider_id,city_id,payment_method_id,pickup_lat,pickup_lng,drop_lat,drop_lng,distance_km,fare_amount,status,pickup_date,pickup_time,drop_date,drop_time
16,6051,76028,2,3,33.76460714036111,-118.64079159405124,33.72138714109574,-118.65568261324312,5.94,14.07,Completed,2023-01-01,00:15:00,2023-01-01,00:32:49
17,7420,87010,4,2,29.81317688913954,-95.64894337888107,29.917974383335277,-95.41344539500761,9.4,24.1,No-Show,2023-01-01,00:16:00,2023-01-01,00:44:12
18,2184,83565,1,4,40.53019506192359,-74.25673416943856,40.50579164071828,-73.96133141989752,7.19,19.78,Completed,2023-01-01,00:17:00,2023-01-01,00:38:34
19,5555,66686,8,2,32.78810589584788,-117.14938466906924,32.56471621435261,-116.93416512246293,4.49,13.35,Completed,2023-01-01,00:18:00,2023-01-01,00:31:28
20,4385,55284,5,1,33.54559959742133,-112.15256964532828,33.53031832024088,-112.29680772529292,5.22,13.43,Completed,2023-01-01,00:19:00,2023-01-01,00:34:39
21,7396,15886,7,2,29.625223741799537,-98.41089112506559,29.352232258005422,-98.60108049052327,13.13,30.11,Completed,2023-01-01,00:20:00,2023-01-01,00:59:23
22,9666,24412,2,3,34.05002869146736,-118.47408155609614,34.33867468656012,-118.41183163327567,6.43,16.21,Completed,2023-01-01,00:21:00,2023-01-01,00:40:17
23,3558,83992,10,2,37.894668809437384,-122.48112357348496,37.796866304254074,-122.45885887237453,8.1,15.18,Completed,2023-01-01,00:22:00,2023-01-01,00:46:18
24,8849,70919,9,4,32.993800662084766,-96.7519687653185,32.88157841004223,-96.96579064664691,6.27,13.78,Completed,2023-01-01,00:23:00,2023-01-01,00:41:48
25,3047,39415,7,1,29.51384358748414,-98.45185293337576,29.415201448910018,-98.37683200691599,5.3,12.22,Completed,2023-01-01,00:24:00,2023-01-01,00:39:54
26,3747,28056,1,1,40.69062939861014,-73.94566617513304,40.64520004229807,-73.88115703988854,9.34,17.28,Completed,2023-01-01,00:25:00,2023-01-01,00:53:01
27,1189,95567,3,2,41.679205165794635,-87.72738447246184,41.98034336504554,-87.84122277720343,6.77,16.78,Completed,2023-01-01,00:26:00,2023-01-01,00:46:18
28,3734,32772,1,2,40.863432653172794,-73.7643710979021,40.58908566783331,-74.21479422254848,5.45,15.63,Completed,2023-01-01,00:27:00,2023-01-01,00:43:21
29,4005,51388,1,4,40.81869991195987,-73.72319406156744,40.59995815917138,-73.74871779223491,9.32,20.11,Cancelled,2023-01-01,00:28:00,2023-01-01,00:55:57
30,5658,62314,6,2,39.92620520166547,-75.16502251037662,40.10919462013871,-75.18270065284025,7.76,14.05,Completed,2023-01-01,00:29:00,2023-01-01,00:52:16
31,2899,90316,7,3,29.647847829392614,-98.65945519911676,29.459383123457744,-98.27844596131759,1.5,8.16,Completed,2023-01-01,00:30:00,2023-01-01,00:34:30
32,8734,84181,10,2,37.69788471182306,-122.3866766844933,37.90586614434266,-122.37085859916239,6.23,13.16,Completed,2023-01-01,00:31:00,2023-01-01,00:49:41
33,2267,34924,2,1,34.30671297387053,-118.17925084322096,33.772727225650705,-118.35713538295711,4.94,12.42,Completed,2023-01-01,00:32:00,2023-01-01,00:46:49
34,2528,58221,2,3,33.97321280396707,-118.3149761183695,34.175231467868805,-118.54247653367891,7.47,17.27,Completed,2023-01-01,00:33:00,2023-01-01,00:55:24
35,4556,51381,3,3,41.94394976725196,-87.76813487071941,41.889560626363995,-87.76036337160413,5.9,9.32,Completed,2023-01-01,00:34:00,2023-01-01,00:51:42
36,4890,55741,1,4,40.638829847889944,-73.87141772947753,40.72302001573842,-73.78236255413552,15.66,28.08,Completed,2023-01-01,00:35:00,2023-01-01,01:21:58
37,9838,91019,1,4,40.82798378398388,-73.77373352276769,40.81928186612342,-73.74656894206875,11.02,25.88,Completed,2023-01-01,00:36:00,2023-01-01,01:09:03
38,6393,26965,3,3,41.69953339956533,-87.6709977331753,41.67131534772251,-87.7301481312619,3.69,8.58,Completed,2023-01-01,00:37:00,2023-01-01,00:48:04
39,9792,45430,2,3,34.25126104721535,-118.29268925325304,34.07307432448684,-118.30912733009248,9.22,22.43,Completed,2023-01-01,00:38:00,2023-01-01,01:05:39
40,9433,97272,5,4,33.399172116261546,-111.95698708741584,33.423857533652225,-112.25488124247681,11.6,25.12,Completed,2023-01-01,00:39:00,2023-01-01,01:13:48
41,8513,41807,3,4,41.69320122734333,-87.54678818501344,41.81512557224951,-87.7161126087401,8.09,21.92,Completed,2023-01-01,00:40:00,2023-01-01,01:04:16
42,3612,25966,8,1,32.69677100968951,-117.26990689160868,32.559331526945805,-117.27416889751957,9.07,21.72,Completed,2023-01-01,00:41:00,2023-01-01,01:08:12
43,8041,14258,6,4,40.01552898880042,-75.21808523575905,39.978572670233085,-75.13269610552585,10.21,16.31,Completed,2023-01-01,00:42:00,2023-01-01,01:12:37
44,7235,16923,2,1,34.040850012886956,-118.20574097187156,33.72766981515681,-118.4130009278774,12.02,27.82,Completed,2023-01-01,00:43:00,2023-01-01,01:19:03
45,6486,35605,8,3,32.588020229748984,-116.93718813488385,32.93368095979631,-117.22822293536547,12.4,24.29,Cancelled,2023-01-01,00:44:00,2023-01-01,01:21:12
46,8099,44092,8,1,32.58163805830963,-117.2393482270276,32.57315674729848,-117.22150402485433,1.99,5.48,No-Show,2023-01-01,00:45:00,2023-01-01,00:50:58
47,1775,42868,2,1,33.79964089173396,-118.58497947731077,33.79508859054786,-118.47348456009347,4.49,12.8,Completed,2023-01-01,00:46:00,2023-01-01,00:59:28
48,9226,26799,2,2,33.86249288293421,-118.45311901629849,34.27199638651618,-118.4869778381096,6.86,19.92,No-Show,2023-01-01,00:47:00,2023-01-01,01:07:34
49,4152,96979,6,3,39.94734791772789,-74.9874065780176,39.9568340590219,-75.24095824725221,4.62,10.52,Completed,2023-01-01,00:48:00,2023-01-01,01:01:51
50,2585,85111,1,2,40.75616356116268,-74.10219490465796,40.7135823859121,-73.8299273567697,12.27,24.77,Cancelled,2023-01-01,00:49:00,2023-01-01,01:25:48
51,4943,56210,1,4,40.73319474815397,-73.80709042713869,40.63822179036637,-74.16554073320448,9.45,15.87,Completed,2023-01-01,00:50:00,2023-01-01,01:18:21
52,8555,25230,1,1,40.65970688409267,-74.02932041497851,40.79786635230077,-73.87537001577132,7.43,20.51,Completed,2023-01-01,00:51:00,2023-01-01,01:13:17
53,4073,28130,7,2,29.42468529340458,-98.28392371605382,29.407794214282724,-98.25169736221198,8.35,23.61,Completed,2023-01-01,00:52:00,2023-01-01,01:17:03
54,2021,30875,5,3,33.310601651347675,-112.05724115891721,33.68073297297568,-112.09187764711697,3.98,10.12,Completed,2023-01-01,00:53:00,2023-01-01,01:04:56
55,4843,72908,6,4,40.08036730191011,-75.09091963788782,40.0346776964957,-74.99924537031573,10.94,28.99,Completed,2023-01-01,00:54:00,2023-01-01,01:26:49
56,8989,90163,7,2,29.3633714992443,-98.47504437277595,29.626050572515936,-98.58221889055324,8.24,19.03,Completed,2023-01-01,00:55:00,2023-01-01,01:19:43
57,7873,34041,3,1,41.72340415714294,-87.88586126949335,41.739821576151606,-87.66024731457136,6.74,15.99,Completed,2023-01-01,00:56:00,2023-01-01,01:16:13
58,6675,14443,4,2,29.88282960956441,-95.65603303695057,29.80978070292744,-95.62325960764873,10.95,16.44,Completed,2023-01-01,00:57:00,2023-01-01,01:29:51
59,1161,19480,1,3,40.89246828486124,-73.85448480983236,40.564531330262525,-74.0977611172526,7.75,17.34,Completed,2023-01-01,00:58:00,2023-01-01,01:21:15
60,5297,64012,1,1,40.85682413574382,-73.94801162811333,40.643060692476624,-73.92488432625191,9.34,27.04,Cancelled,2023-01-01,00:59:00,2023-01-01,01:27:01
61,1995,71483,5,1,33.535374007665524,-111.9645429815403,33.840330702081765,-112.25744928697827,0.37,5.22,Completed,2023-01-01,01:00:00,2023-01-01,01:01:06
62,8629,14170,3,4,41.89743044871167,-87.58821308598793,41.72027263367177,-87.57396585950715,4.4,8.95,Completed,2023-01-01,01:01:00,2023-01-01,01:14:12
63,2016,98129,4,3,29.767538880008217,-95.5499728635935,30.10059617444761,-95.25335614961219,3.5,10.02,No-Show,2023-01-01,01:02:00,2023-01-01,01:12:30
64,8869,42805,7,3,29.415253756312037,-98.47574868738104,29.59173261901405,-98.38826965743934,3.52,10.76,Completed,2023-01-01,01:03:00,2023-01-01,01:13:33
65,7439,51725,5,4,33.42191613973461,-112.07952611636867,33.823775080215576,-112.00657271275114,7.03,18.65,No-Show,2023-01-01,01:04:00,2023-01-01,01:25:05
66,8892,54837,4,4,29.693621718224133,-95.03324971782935,29.52742739376699,-95.18236771699765,12.71,31.17,Completed,2023-01-01,01:05:00,2023-01-01,01:43:07
67,7863,53424,4,2,29.707095861660886,-95.05585984577543,30.028023402929335,-95.10269455982177,4.17,12.04,Cancelled,2023-01-01,01:06:00,2023-01-01,01:18:30
68,8916,14806,2,1,33.861195231981426,-118.25586393335855,33.91289801518281,-118.43745162706688,9.15,14.33,Completed,2023-01-01,01:07:00,2023-01-01,01:34:27
69,9529,47611,1,3,40.878864202231924,-73.85654609462587,40.76544367409917,-74.18777489923357,12.07,18.71,Completed,2023-01-01,01:08:00,2023-01-01,01:44:12
70,1878,26662,3,1,41.844547630443344,-87.8881239135324,41.66850903850418,-87.54243619000881,13.15,20.62,Cancelled,2023-01-01,01:09:00,2023-01-01,01:48:27
71,5887,59605,1,1,40.74473143783211,-74.2565581616185,40.69168236694563,-74.09942335992488,5.18,11.08,Completed,2023-01-01,01:10:00,2023-01-01,01:25:32
72,5859,96623,3,3,41.698485674462525,-87.59596902196225,41.698371407526196,-87.87013298828334,11.33,28.91,Completed,2023-01-01,01:11:00,2023-01-01,01:44:59
73,7331,56128,8,3,32.632347101290804,-117.01639632635414,32.613921853564584,-117.16109683069526,10.69,29.77,No-Show,2023-01-01,01:12:00,2023-01-01,01:44:04
74,9571,30848,2,1,34.277501602791936,-118.37612640493161,33.81072551925507,-118.22285044855626,10.31,14.94,Completed,2023-01-01,01:13:00,2023-01-01,01:43:55
75,9684,59452,1,2,40.710229830275956,-73.79283243710421,40.523860397653685,-74.16937986757797,1.99,5.31,Cancelled,2023-01-01,01:14:00,2023-01-01,01:19:58
76,8208,16042,2,2,33.75876128460665,-118.41975732605859,33.94792256715671,-118.45367512816608,6.04,9.51,Cancelled,2023-01-01,01:15:00,2023-01-01,01:33:07
77,6276,80602,2,3,33.934585190866564,-118.44944241092564,33.94398958816252,-118.58697638026479,8.19,23.71,Completed,2023-01-01,01:16:00,2023-01-01,01:40:34
78,3062,76864,5,4,33.64852223629991,-111.98102452628075,33.91627146717544,-112.27424976593035,10.2,15.66,Cancelled,2023-01-01,01:17:00,2023-01-01,01:47:36
79,1064,81929,4,3,29.762628347500886,-95.60194876311492,29.85447121918553,-95.50891498657458,7.66,17.76,Cancelled,2023-01-01,01:18:00,2023-01-01,01:40:58
80,9006,69323,7,4,29.708877001061744,-98.28110195811207,29.432543611428343,-98.55891958006298,8.41,16.51,Completed,2023-01-01,01:19:00,2023-01-01,01:44:13
81,3568,89297,5,4,33.6270266482494,-112.07214653252525,33.76404915823713,-112.28097221654336,8.77,22.24,Completed,2023-01-01,01:20:00,2023-01-01,01:46:18
82,6463,24182,3,4,41.659415200416774,-87.65514424073307,41.82190117987352,-87.65744409167756,5.18,10.83,Completed,2023-01-01,01:21:00,2023-01-01,01:36:32
83,3027,24394,8,2,32.662707064545216,-117.21629619850296,32.57895065527579,-116.98905663916257,4.6,8.52,Cancelled,2023-01-01,01:22:00,2023-01-01,01:35:48
84,3695,66540,1,2,40.663302684267734,-74.21359019955094,40.59610952396654,-73.777549468076,9.18,21.84,Cancelled,2023-01-01,01:23:00,2023-01-01,01:50:32
85,6258,23883,1,1,40.69706214113657,-73.78212828728356,40.89649413302554,-74.22250391720304,4.37,10.57,No-Show,2023-01-01,01:24:00,2023-01-01,01:37:06
86,6618,27941,1,1,40.89558587391962,-74.05220315669402,40.79025691796288,-74.0342483249778,1.82,7.01,Completed,2023-01-01,01:25:00,2023-01-01,01:30:27
87,7736,32360,6,1,40.03594670384862,-75.0656748968331,39.905905969604774,-75.14204038867268,7.29,18.83,Cancelled,2023-01-01,01:26:00,2023-01-01,01:47:52
88,1391,66681,3,4,41.71850477232648,-87.88989139251461,41.86493856746049,-87.65428950894642,6.97,19.52,Completed,2023-01-01,01:27:00,2023-01-01,01:47:54
89,6892,74048,1,2,40.600754173343994,-74.25589780293151,40.907426638997784,-73.99408435996023,2.96,4.97,Completed,2023-01-01,01:28:00,2023-01-01,01:36:52
90,4561,66271,3,1,41.88769362188412,-87.90840643986363,41.87568268508292,-87.61970779956619,10.48,25.39,Completed,2023-01-01,01:29:00,2023-01-01,02:00:26
91,7184,18720,1,4,40.5103767970186,-73.96679957485335,40.551065600672594,-74.17772501764209,4.27,13.48,Completed,2023-01-01,01:30:00,2023-01-01,01:42:48
92,4099,84225,6,1,40.03599646399249,-75.08183742504735,40.019517910782646,-75.11674595521326,4.29,12.96,Completed,2023-01-01,01:31:00,2023-01-01,01:43:52
93,7278,49550,3,4,41.81859566087764,-87.73788706557144,41.767094713955686,-87.831921472738,1.76,6.65,Completed,2023-01-01,01:32:00,2023-01-01,01:37:16
94,9392,82682,2,1,33.870012926613505,-118.19778806930968,33.87069303868235,-118.47525260970323,6.13,11.34,Completed,2023-01-01,01:33:00,2023-01-01,01:51:23
95,4104,17914,2,2,34.02261380901524,-118.2837994680846,34.1973422367327,-118.29472721811959,7.32,19.38,Cancelled,2023-01-01,01:34:00,2023-01-01,01:55:57
96,8215,72953,5,4,33.48090962516727,-112.25639398577114,33.80472669956787,-111.97895020454867,7.91,18.68,Completed,2023-01-01,01:35:00,2023-01-01,01:58:43
97,3454,94765,2,3,34.28427243778684,-118.22366177730069,33.931281093321935,-118.59017689346322,6.8,15.13,Completed,2023-01-01,01:36:00,2023-01-01,01:56:24
98,9996,61277,1,1,40.778284062077354,-73.89632620943541,40.596596498415096,-73.91267641636934,2.15,9.22,Cancelled,2023-01-01,01:37:00,2023-01-01,01:43:27
99,3731,82877,1,1,40.91924441773829,-74.16562098750178,40.652788605677564,-74.04101211575804,4.98,13.58,No-Show,2023-01-01,01:38:00,2023-01-01,01:52:56
100,9154,75129,10,4,37.69405954447967,-122.37026675109198,37.8421908615935,-122.47877579236625,5.59,14.51,Completed,2023-01-01,01:39:00,2023-01-01,01:55:46
101,6056,25391,9,4,32.96311829390583,-96.80838991376075,32.8403633358855,-96.69179817810075,13.45,28.31,Completed,2023-01-01,01:40:00,2023-01-01,02:20:21
102,9110,39285,6,2,40.10602268388188,-75.20741279140354,40.02993327479611,-75.06509578510754,5.92,15.82,Completed,2023-01-01,01:41:00,2023-01-01,01:58:45
103,4840,46106,2,3,34.26728376133423,-118.26840748831657,34.285238186903456,-118.63087903393607,9.45,15.35,Completed,2023-01-01,01:42:00,2023-01-01,02:10:21
104,2028,67588,10,2,37.75763696615064,-122.46179755828818,37.779154996029256,-122.36594598405779,7.89,11.77,Completed,2023-01-01,01:43:00,2023-01-01,02:06:40
105,8385,76405,7,3,29.516280367979896,-98.71312723616552,29.60540973171825,-98.72505926587414,6.88,11.48,Completed,2023-01-01,01:44:00,2023-01-01,02:04:38
106,1502,82320,6,1,39.89639314275111,-75.04712694539481,40.09437010111952,-75.17820336368999,9.84,24.36,Completed,2023-01-01,01:45:00,2023-01-01,02:14:31
107,7910,96029,3,2,41.85622237994189,-87.71018248286005,41.661127287552375,-87.71116406012989,5.81,9.97,Completed,2023-01-01,01:46:00,2023-01-01,02:03:25
108,7938,17042,2,1,33.70702101031771,-118.24361521056397,34.17880599415238,-118.52246999235031,10.83,29.34,Completed,2023-01-01,01:47:00,2023-01-01,02:19:29
109,5488,76221,1,4,40.60280208380832,-74.15353122933544,40.8996879575363,-73.78635884861744,6.37,14.54,Completed,2023-01-01,01:48:00,2023-01-01,02:07:06
110,1206,91293,9,4,32.95509459551515,-96.7902039744355,32.944608583450844,-96.73379659013116,8.47,20.19,Completed,2023-01-01,01:49:00,2023-01-01,02:14:24
111,6134,61126,3,2,41.75379553808518,-87.75921711414058,41.79545390834213,-87.7922336054886,3.8,10.07,Completed,2023-01-01,01:50:00,2023-01-01,02:01:24
112,6977,66746,1,1,40.59418757248069,-74.03698268078763,40.74769555707156,-74.15013524952707,8.59,21.83,Completed,2023-01-01,01:51:00,2023-01-01,02:16:46
113,8721,85112,2,1,33.7907816019871,-118.31108154243913,34.036856573449704,-118.48687218041809,7.22,14.27,Completed,2023-01-01,01:52:00,2023-01-01,02:13:39
114,8035,96058,4,3,30.05566216788024,-95.43017011464912,29.715724554084396,-95.62132033692122,5.54,9.27,No-Show,2023-01-01,01:53:00,2023-01-01,02:09:37
115,2484,41340,1,4,40.62896381356521,-74.10670151878715,40.862727969037756,-73.76048668851482,5.66,15.31,Completed,2023-01-01,01:54:00,2023-01-01,02:10:58
116,8858,33793,8,4,32.7115353632161,-117.1834476383199,32.58735308156432,-117.01503151044862,3.96,12.02,Completed,2023-01-01,01:55:00,2023-01-01,02:06:52
117,1863,70470,7,2,29.709543482389794,-98.5326637767003,29.707449232854582,-98.61119367811966,3.8,10.55,Completed,2023-01-01,01:56:00,2023-01-01,02:07:24
118,3790,26950,6,4,40.034352629364065,-75.25405052144741,40.022043589647076,-75.07562203436129,9.34,15.66,Completed,2023-01-01,01:57:00,2023-01-01,02:25:01
119,8408,38493,3,4,41.88486428070915,-87.61291027605525,41.67600320226123,-87.82300445827518,0.05,4.92,Completed,2023-01-01,01:58:00,2023-01-01,01:58:09
120,9755,85193,5,1,33.72663044856137,-112.08909067262891,33.8881550714801,-112.01417006580759,5.06,12.72,Completed,2023-01-01,01:59:00,2023-01-01,02:14:10
121,6116,87930,4,2,29.797878135276598,-95.37367699069009,29.90922236156484,-95.78202195449705,7.24,16.38,Completed,2023-01-01,02:00:00,2023-01-01,02:21:43
122,7019,70914,5,3,33.51945393538344,-112.2724581913301,33.44084738213443,-111.99649223050699,11.21,17.3,Completed,2023-01-01,02:01:00,2023-01-01,02:34:37
123,2757,45233,1,2,40.72584285750914,-73.77814225616628,40.87219174839072,-73.80866855524445,5.56,11.62,Completed,2023-01-01,02:02:00,2023-01-01,02:18:40
124,8574,41039,3,3,41.92958862100332,-87.87023836142409,41.74233121136035,-87.64428732506474,8.23,22.23,Completed,2023-01-01,02:03:00,2023-01-01,02:27:41
125,7374,14348,1,4,40.61945089018724,-74.04991622411839,40.89263124100143,-73.86471361741779,5.34,12.85,Completed,2023-01-01,02:04:00,2023-01-01,02:20:01
126,7892,13926,3,3,41.680521295928095,-87.63709513322708,41.94163920796935,-87.55640852126578,5.19,12.74,Cancelled,2023-01-01,02:05:00,2023-01-01,02:20:34
127,2678,33943,2,3,34.138479255602824,-118.62023187349108,34.18977677990566,-118.32872430911839,7.0,13.76,Completed,2023-01-01,02:06:00,2023-01-01,02:27:00
128,4242,87241,1,4,40.68613728276609,-73.83409865627031,40.71580081652268,-73.73791717859463,13.27,36.72,Cancelled,2023-01-01,02:07:00,2023-01-01,02:46:48
129,5636,79546,1,1,40.89058629049847,-74.13374837891233,40.6794503420915,-74.14882872412028,11.38,26.7,Completed,2023-01-01,02:08:00,2023-01-01,02:42:08
130,2059,11400,4,4,29.715123533174836,-95.61598732063695,29.822031914552763,-95.78949778003722,6.36,16.01,Completed,2023-01-01,02:09:00,2023-01-01,02:28:04
131,7668,92660,1,1,40.830302702220045,-74.17099348385548,40.60787274581732,-74.16205015094452,2.35,5.05,Completed,2023-01-01,02:10:00,2023-01-01,02:17:03
132,4157,27086,9,3,32.76158130724145,-96.96533548621184,32.96356292081741,-96.81327314649074,4.71,14.49,Completed,2023-01-01,02:11:00,2023-01-01,02:25:07
133,6915,16255,4,3,30.06528976889706,-95.75336997082688,29.62183151561455,-95.13805523505899,11.39,21.1,Completed,2023-01-01,02:12:00,2023-01-01,02:46:10
134,3693,47156,2,4,33.996838920877885,-118.639089571395,33.72987493477526,-118.20467630743606,9.8,19.53,Cancelled,2023-01-01,02:13:00,2023-01-01,02:42:24
135,4627,51915,4,2,29.674407216552652,-95.46951107754816,30.049235283183464,-95.26924331497995,7.74,19.14,Completed,2023-01-01,02:14:00,2023-01-01,02:37:13
136,6450,35449,1,2,40.82129270428043,-73.99595966126103,40.78895729301262,-73.93278116523575,5.6,14.91,Completed,2023-01-01,02:15:00,2023-01-01,02:31:48
137,2663,42765,10,3,37.681086645625086,-122.41118952377778,37.907675021571244,-122.45440575467305,1.53,5.77,Completed,2023-01-01,02:16:00,2023-01-01,02:20:35
138,6592,82663,3,2,41.82767388155426,-87.76524442923323,41.90167878141069,-87.67665263232593,7.5,21.21,Completed,2023-01-01,02:17:00,2023-01-01,02:39:30
139,8392,70722,7,3,29.508528417468142,-98.70730553663064,29.402268159842542,-98.57902685310589,7.35,19.6,Completed,2023-01-01,02:18:00,2023-01-01,02:40:03
140,2306,44588,1,4,40.80497121091115,-74.03807897497344,40.65267113217481,-74.01031639432941,9.69,16.4,Completed,2023-01-01,02:19:00,2023-01-01,02:48:04
141,7776,34290,3,1,41.80415389995038,-87.63857820061122,41.89471724248657,-87.61959547821186,9.87,27.16,Completed,2023-01-01,02:20:00,2023-01-01,02:49:36
142,6864,63896,3,3,41.718816739161575,-87.6285910415528,41.75255522638901,-87.93997390399615,9.88,21.3,Completed,2023-01-01,02:21:00,2023-01-01,02:50:38
143,8526,41699,10,4,37.821875282788454,-122.51775859250539,37.65939824644433,-122.51218496013645,7.81,23.46,Completed,2023-01-01,02:22:00,2023-01-01,02:45:25
144,9901,27763,4,2,29.877754364688872,-95.62784775876132,29.99740773217979,-95.51208038322156,8.18,23.03,Completed,2023-01-01,02:23:00,2023-01-01,02:47:32
145,6575,72923,3,4,41.767367792609036,-87.72378706379175,41.934515280793526,-87.64751321824167,3.34,6.69,Completed,2023-01-01,02:24:00,2023-01-01,02:34:01
146,6530,67622,2,4,33.832188054622165,-118.27297603919925,34.02435784294941,-118.15654927272546,11.17,26.03,Completed,2023-01-01,02:25:00,2023-01-01,02:58:30
147,5413,99958,2,4,34.03075803738238,-118.52118597600621,34.18713080596763,-118.6547688353266,6.56,15.47,Completed,2023-01-01,02:26:00,2023-01-01,02:45:40
148,4748,14347,4,4,29.94753285653876,-95.36631979260387,29.623632715409027,-95.77119934902316,8.55,17.13,Completed,2023-01-01,02:27:00,2023-01-01,02:52:39
149,1663,35607,3,3,41.65770070625756,-87.9056494378307,41.82533495699753,-87.64281367713754,8.99,19.3,Completed,2023-01-01,02:28:00,2023-01-01,02:54:58
150,2998,39257,1,4,40.547535090465544,-74.17097705490674,40.84003089657802,-74.13236291313291,8.63,18.69,Completed,2023-01-01,02:29:00,2023-01-01,02:54:53
151,8994,93263,8,3,32.894277421508896,-117.24483339927069,32.89824818235963,-117.00894407793415,0.95,2.57,Completed,2023-01-01,02:30:00,2023-01-01,02:32:51
152,2495,31654,9,2,32.67906692048416,-96.84792554476829,32.75324492117758,-96.9397704011447,9.53,22.09,Completed,2023-01-01,02:31:00,2023-01-01,02:59:35
153,4304,92524,1,1,40.65216090862521,-73.88041228957971,40.80413609336615,-74.14637376811226,9.67,25.2,No-Show,2023-01-01,02:32:00,2023-01-01,03:01:00
154,4763,32903,4,1,29.94585304877186,-95.58200467328082,29.54507720893115,-95.6381853989679,0.58,5.71,Completed,2023-01-01,02:33:00,2023-01-01,02:34:44
155,6232,20847,1,3,40.63716199433201,-74.23989166313106,40.53097988335469,-74.06050147246549,4.98,11.4,Completed,2023-01-01,02:34:00,2023-01-01,02:48:56
156,2853,98503,6,1,40.119638530002455,-75.07654326787953,40.1222820829266,-75.26808436443815,9.16,16.09,No-Show,2023-01-01,02:35:00,2023-01-01,03:02:28
157,7585,57245,2,1,34.25558192699501,-118.59943754764,33.85164441802112,-118.6178360073424,2.82,8.0,Completed,2023-01-01,02:36:00,2023-01-01,02:44:27
158,2291,10591,5,4,33.54905414838908,-112.24104387299276,33.755792051376496,-112.02557897094371,8.18,19.22,Completed,2023-01-01,02:37:00,2023-01-01,03:01:32
159,4581,34422,6,1,39.9484316274227,-75.0240674002754,39.91418658352557,-75.26711892799374,3.89,12.46,Completed,2023-01-01,02:38:00,2023-01-01,02:49:40
160,8554,73215,7,3,29.352520356117054,-98.612027251447,29.295163894421044,-98.6773025537319,1.23,4.42,Completed,2023-01-01,02:39:00,2023-01-01,02:42:41
161,8280,65315,1,1,40.62016216044659,-73.78262994064683,40.857853048853634,-73.70359767971982,10.88,23.25,Completed,2023-01-01,02:40:00,2023-01-01,03:12:38
162,2636,95874,9,4,32.65920296425071,-96.99917132731187,32.846244559964745,-96.72853953485682,7.01,15.6,Completed,2023-01-01,02:41:00,2023-01-01,03:02:01
163,4696,57048,2,1,33.85115200950711,-118.25553830785384,34.31180966717332,-118.49752273973515,6.52,16.47,Completed,2023-01-01,02:42:00,2023-01-01,03:01:33
164,1698,49547,1,1,40.896709292910636,-74.20160663217574,40.69452547310303,-74.14958561674023,4.73,14.96,Completed,2023-01-01,02:43:00,2023-01-01,02:57:11
